-2.964426877470359, -0.010869565217391353
15.217391304347814, -0.010869565217391353
31.175889328063235, -0.021739130434782705
47.03557312252963, -0.010869565217391353
65.31620553359683, -0.03260869565217406
83.4486166007905, -0.021739130434782705
99.35770750988141, -0.021739130434782705
117.53952569169962, -0.021739130434782705
133.49802371541503, -0.03260869565217406
149.40711462450597, -0.03260869565217406
167.63833992094862, -0.04347826086956541
185.9189723320158, -0.0652173913043479
201.97628458498025, -0.09782608695652173
217.98418972332016, -0.11956521739130443
236.36363636363635, -0.16304347826086962
252.56916996047434, -0.22826086956521752
268.67588932806325, -0.2717391304347827
286.8083003952569, -0.26086956521739135
304.6442687747036, -0.18478260869565233
317.7865612648221, 0.42391304347826086
333.6462450592885, 0.9347826086956521
354.7430830039526, 0.2934782608695651
371.9861660079051, 0
390.26679841897237, -0.021739130434782705
